ID SENTENÇA ,SENTENÇA ,ID EXTRAÇÃO ,ARG1 ,REL ,ARG2 ,COERÊNCIA ,MINIMALIDADE ,MÓDULO SUJEITO ,MÓDULO RELAÇÃO ,MÓDULO ARG2,SISTEMA
,,10.0,( Fazenda ) , negou,que ,,,3,1,6,dptoie
,,10.1,os recursos , tenham sido desviados,para fins não - sociais ,x,x,x,x,x,dptoie
,,11.0,( Fazenda ) , negou,que ,,,3,1,6,dptoie
,,11.1,os recursos , tenham sido desviados,para fins não - sociais ,x,x,x,x,x,dptoie
,,12.0,( Fazenda ) , negou,que ,,,3,1,6,dptoie
,,12.1,os recursos , tenham sido desviados,para fins não - sociais ,x,x,x,x,x,dptoie
79,Nossos esforços estão marcados por o compromisso em envolver a sociedade como um todo . ,1.0,Nossos esforços , estão marcados,por o compromisso em envolver a sociedade ,,,1,1,1,dptoie
,,2.0,Nossos esforços , estão marcados,por o compromisso em envolver a sociedade como um todo ,,,1,1,1,dptoie
,,3.0,Nossos esforços , estão marcados,por o compromisso em envolver como um todo ,,,1,1,0,dptoie
80,"Segundo Guardiano , 31 , nenhum se forma hoje . ",,,,,,,,,,dptoie
81,"Com volante de diâmetro grande demais , a direção de o Corsa é mais macia em manobras . ",1.0,a direção de o Corsa , é mais macia,em manobras ,,,1,1,1,dptoie
,,2.0,a direção de o Corsa , é mais macia,Com volante de diâmetro grande demais ,,,1,1,1,dptoie
,,3.0,a direção de o Corsa , é,mais macia Com volante de diâmetro grande ,,,1,5,1,dptoie
82,Venceu o holandês Richard Krajicek e só parou diante de Sampras . ,1.0,o holandês , é,Richard Krajicek ,,,1,3,3,dptoie
83,"Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ",1.0,quem , é Tostão,o melhor atacante de a história de o futebol ,,,1,1,1,dptoie
,,2.0,quem , é Tostão,o melhor atacante de a história de o futebol para manter uma bola ,,,1,1,1,dptoie
,,3.0,quem , é Tostão,para manter uma bola ,,,1,1,0,dptoie
,,4.0,quem , é,"Tostão , o melhor atacante de a história de o futebol ",,,1,5,1,dptoie
,,5.0,Todos jogadores , sabem,,,,1,1,6,dptoie
,,5.1,quem , é Tostão,o melhor atacante de a história de o futebol ,x,x,x,x,x,dptoie
,,6.0,Todos jogadores , sabem,,,,1,1,6,dptoie
,,6.1,quem , é Tostão,o melhor atacante de a história de o futebol para manter uma bola ,x,x,x,x,x,dptoie
,,7.0,Todos jogadores , sabem,,,,1,1,6,dptoie
,,7.1,quem , é Tostão,para manter uma bola ,x,x,x,x,x,dptoie
84,Mejía Barón devolveu a confiança a os mexicanos . ,1.0,Mejía Barón , devolveu,a confiança ,,,1,1,1,dptoie
,,2.0,Mejía Barón , devolveu,a confiança a os mexicanos ,,,1,1,1,dptoie
85,"O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ",1.0,um Jagger , entediado,com seus shows ,,,1,1,1,dptoie
,,2.0,garotas nuas , são atacadas,por os roadies que acompanham os Stones ,,,1,1,1,dptoie
,,3.0,os roadies , acompanham,os Stones ,,,2,1,1,dptoie
86,O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ,1.0,suas ações , acabem virando,pó mesmo em períodos longos ,,,1,1,1,dptoie
,,2.0,suas ações , acabem virando,pó mesmo em períodos longos por falta de informação ,,,1,1,1,dptoie
87,A temporada terminou com uma grande repercussão e o esporte viveu um novo momento de euforia . ,1.0,A temporada , terminou,com uma grande repercussão e o esporte viveu um novo momento de euforia ,,,1,1,1,dptoie
,,2.0,o esporte , viveu,um novo momento de euforia ,,,1,1,1,dptoie
88,"A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ",1.0,A intervenção , veio,como medida saneadora ,,,1,1,1,dptoie
,,2.0,A intervenção , veio,como medida saneadora pois permite enfrentar com maior firmeza ,,,1,1,1,dptoie
,,3.0,A intervenção , veio,pois permite enfrentar com maior firmeza ,,,1,1,0,dptoie
,,4.0,um problema , era repetidamente adiada,por motivos políticos ,,,1,1,1,dptoie
,,5.0,cuja solução , era repetidamente adiada,por motivos políticos ,,,1,1,1,dptoie
,,6.0,A intervenção , veio,como medida saneadora pois permite enfrentar com maior firmeza ,,,1,1,6,dptoie
,,6.1,um problema , era repetidamente adiada,por motivos políticos ,x,x,x,x,x,dptoie
,,7.0,A intervenção , veio,,,,1,1,6,dptoie
,,7.1,um problema , era repetidamente adiada,por motivos políticos ,x,x,x,x,x,dptoie
89,A primeira final japonesa aconteceu em 92 . ,1.0,A primeira final japonesa , aconteceu,em 92 ,,,1,1,1,dptoie
90,"As canções revolucionárias , em línguas africanas , são cantadas durante todo o percurso e a marcha está mais para dança . ",1.0,"As canções revolucionárias , em línguas africanas ", são cantadas,durante todo o percurso e a marcha está mais para dança ,,,1,1,1,dptoie
,,2.0,a marcha , está,mais para dança ,,,1,1,1,dptoie
,,3.0,a marcha , está,para dança ,,,1,1,0,dptoie
91,"Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ",1.0,sua candidatura , viabiliza,a candidatura de Esperidião Amin ,,,1,1,1,dptoie
,,2.0,sua candidatura , viabiliza,a candidatura de Esperidião Amin a a Presidência ,,,1,1,1,dptoie
,,3.0,Medeiros , participou,de a reunião de ontem ,,,2,1,1,dptoie
,,4.0,Medeiros , disse,que ,,,1,1,6,dptoie
,,4.1,sua candidatura , viabiliza,a candidatura de Esperidião Amin ,x,x,x,x,x,dptoie
,,5.0,Medeiros , disse,que ,,,1,1,6,dptoie
,,5.1,sua candidatura , viabiliza,a candidatura de Esperidião Amin a a Presidência ,x,x,x,x,x,dptoie
92,"Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ",1.0,os FAFs , são tributados,em 5 % de o rendimento nominal bruto ,,,2,1,1,dptoie
,,2.0,os FAFs , são tributados,em 5 % de o rendimento nominal bruto por o IR ,,,2,1,1,dptoie
,,3.0,os FAFs , são tributados,por o IR ,,,2,1,0,dptoie
,,4.0,os FAFs , incide,diretamente en a carteira ,,,2,1,1,dptoie
,,5.0,os FAFs , incide,en a carteira ,,,2,1,0,dptoie
93,"Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ",1.0,a equipe , estava,em último lugar en o Campeonato Paulista ,,,1,1,1,dptoie
,,2.0,a equipe , estava,em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time ,,,1,1,1,dptoie
,,3.0,a equipe , estava,em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal ,,,1,1,1,dptoie
,,4.0,a equipe , estava,Em 82 ,,,1,1,1,dptoie
,,5.0,a equipe , estava,e o técnico conseguiu manter o time ,,,1,1,0,dptoie
,,6.0,a equipe , estava,e o técnico conseguiu manter en a divisão principal ,,,1,1,0,dptoie
,,7.0,o técnico , conseguiu,manter o time ,,,1,1,1,dptoie
,,8.0,o técnico , conseguiu,manter o time en a divisão principal ,,,1,1,1,dptoie
94,A URV é calculada a partir de uma média de índices de inflação . ,1.0,A URV , é calculada,a partir de uma média de índices de inflação ,,,1,1,1,dptoie
95,"Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ",1.0,o cinema de ficção , foi reduzido,de quinze filmes por ano ,,,1,1,1,dptoie
,,2.0,o cinema de ficção , foi reduzido,"de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes ",,,1,1,1,dptoie
,,3.0,o cinema de ficção , foi reduzido,Por sua vez ,,,1,1,1,dptoie
,,4.0,o cinema de ficção , foi reduzido,"para dois , produzidos para os mais jovens ou estreantes ",,,1,1,0,dptoie
,,5.0,o cinema de ficção , foi reduzido,"de quinze filmes por ano para dois , produzidos para os mais jovens ",,,1,1,2,dptoie
,,6.0,o cinema de ficção , foi reduzido,"de quinze filmes por ano para dois , produzidos para os mais jovens Por sua vez ",,,1,1,2,dptoie
,,7.0,o cinema de ficção , foi reduzido,"de quinze filmes por ano para dois , produzidos para estreantes ",,,1,1,2,dptoie
,,8.0,o cinema de ficção , foi reduzido,"de quinze filmes por ano para dois , produzidos para estreantes Por sua vez ",,,1,1,2,dptoie
96,"De fato , Wright tem em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar . ",1.0,Wright , tem,em comum ,,,1,1,1,dptoie
,,2.0,Wright , tem,em comum com Sulloway ,,,1,1,1,dptoie
,,3.0,Wright , tem,em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar ,,,1,1,1,dptoie
,,4.0,Wright , tem,De fato ,,,1,1,1,dptoie
,,5.0,Wright , tem,com Sulloway ,,,1,1,0,dptoie
,,6.0,Wright , tem,um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar ,,,1,1,0,dptoie
,,7.0,os fenômenos psíquicos , deveriam se explicar,onde ,,,1,1,1,dptoie
97,"A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ",,,,,,,,,,dptoie
98,"O diretor - geral de a Assembléia Legislativa , Abib Miguel , disse que foram levados três computadores e cinco máquinas de escrever eletrônicas . ",1.0,O diretor geral de a Assembléia Legislativa , é,Abib Miguel ,,,1,3,3,dptoie
,,2.0,O diretor geral de a Assembléia Legislativa , disse,,,,x,x,x,dptoie
,,2.1,três computadores e cinco máquinas de escrever , que foram levados,,x,x,1,1,0,dptoie
,,3.0,Abib Miguel , disse,,,,x,x,x,dptoie
,,3.1,três computadores e cinco máquinas de escrever , que foram levados,,x,x,1,1,0,dptoie
,,4.0,Abib Miguel , disse,,,,x,x,x,dptoie
,,4.1,três computadores e cinco máquinas de escrever , que foram levados,,x,x,1,1,0,dptoie
99,"en o dia 28 de abril , durante a celebração de agradecimento a Deus , en o Pio Brasileiro , houve uma homenagem a o irmão jesuíta Ricardo Marchi que , há 62 anos , deixou nossa pátria para até hoje trabalhar en o colégio . ",1.0,Ricardo Marchi , deixou,nossa pátria ,,,2,1,1,dptoie
,,2.0,Ricardo Marchi , deixou,nossa pátria para até hoje trabalhar en o colégio ,,,2,1,1,dptoie
,,3.0,o irmão jesuíta , é,Ricardo Marchi ,,,1,3,3,dptoie
100,"Os empresários e empregados de o ramo de papel em São Paulo , por exemplo , fundaram e administram um hospital de 220 leitos que custa , em média , apenas 10 % de o que a empresa recolhe para o INSS . ",1.0,Os empresários e empregados de o ramo de papel em São Paulo , fundaram,apenas 10 % de o que a empresa recolhe para o INSS ,,,1,1,1,dptoie
,,2.0,Os empresários e empregados de o ramo de papel em São Paulo , fundaram,por exemplo ,,,1,1,1,dptoie
,,3.0,220 leitos , custa,em média ,,,2,1,1,dptoie
,,4.0,Os empresários e empregados de o ramo de papel em São Paulo , administram,"um hospital de 220 leitos que custa , em média ",,,1,2,1,dptoie
