;ID.SENTENÇA;SENTENÇA;ARG1;REL;ARG2;COERÊNCIA;MINIMALIDADE;sistemas
515;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; acabou;instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência ;;;mquni
516;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; acabou;para a audiência ;;;dptoie
517;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; acabou;por se tornar uma barreira ;;;dptoie
518;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; acabou;por se tornar uma barreira , segundo o instituto ;;;orange
519;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; acabou;por se tornar uma barreira , segundo o instituto Nielsen Media Research ;;;orange
520;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; acabou;por se tornar uma barreira para a audiência ;;;orange, lys, dptoie
521;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; acabou;por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research ;;;orange, lys, dptoie
522;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; acabou;se tornar uma barreira para a audiência ;;;mquni
523;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; acabou;se tornar uma barreira para a audiência instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência ;;;mquni
524;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; acabou;se tornar uma barreira para a audiência instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses ;;;mquni
525;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; acabou;se tornar uma barreira para a audiência instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar ;;;mquni
526;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; acabou;segundo o instituto ;;;lys, dptoie
527;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; acabou;segundo o instituto Nielsen Media Research ;;;lys, dptoie
528;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; acabou por se tornar;uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série ;;;stanford
529;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha;índices baixíssimos de audiência ;;;stanford
530;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; foi cancelada;com menos de 4 meses ;;;stanford
531;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; foi cancelada;com menos de 4 meses en o ar ;;;stanford
532;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; foi cancelada;en o ar ;;;stanford
533;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; foi tinha cancelada;com menos de 4 meses ;;;orange
534;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; foi tinha cancelada;com menos de 4 meses en o ar ;;;orange
535;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;O realismo de o show ; foi tinha cancelada;en o ar ;;;orange
536;36;O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ;segundo o instituto ; é;Nielsen Media Research ;;;stanford, orange, mquni, lys, dptoie
537;37;O clima é geralmente mais quente que o de Auckland , com menos humidade e chuva , e mais horas de luz . ;O clima ; é;mais quente ;;;stanford, orange, mquni, lys, dptoie
538;37;O clima é geralmente mais quente que o de Auckland , com menos humidade e chuva , e mais horas de luz . ;O clima ; é;mais quente , com menos humidade e chuva ;;;orange, lys
539;37;O clima é geralmente mais quente que o de Auckland , com menos humidade e chuva , e mais horas de luz . ;O clima ; é;mais quente , com menos humidade e chuva , e mais horas de luz ;;;stanford, mquni, dptoie
540;37;O clima é geralmente mais quente que o de Auckland , com menos humidade e chuva , e mais horas de luz . ;O clima ; é;mais quente , e mais horas de luz ;;;orange, lys
541;37;O clima é geralmente mais quente que o de Auckland , com menos humidade e chuva , e mais horas de luz . ;O clima ; é;mais quente de Auckland chuva que mais horas de luz ;;;orange
542;37;O clima é geralmente mais quente que o de Auckland , com menos humidade e chuva , e mais horas de luz . ;O clima ; é;mais quente que o de Auckland ;;;stanford, orange, mquni, lys, dptoie
543;37;O clima é geralmente mais quente que o de Auckland , com menos humidade e chuva , e mais horas de luz . ;O clima ; é;mais quente que o de Auckland , com menos humidade ;;;stanford, orange, mquni, lys, dptoie
544;37;O clima é geralmente mais quente que o de Auckland , com menos humidade e chuva , e mais horas de luz . ;O clima ; é;mais quente que o de Auckland , com menos humidade e chuva ;;;orange, lys
545;37;O clima é geralmente mais quente que o de Auckland , com menos humidade e chuva , e mais horas de luz . ;O clima ; é;mais quente que o de Auckland , com menos humidade e chuva , e mais horas de luz ;;;stanford, orange, mquni, lys, dptoie
546;37;O clima é geralmente mais quente que o de Auckland , com menos humidade e chuva , e mais horas de luz . ;O clima ; é;mais quente que o de Auckland chuva ;;;stanford, orange, mquni, dptoie
547;37;O clima é geralmente mais quente que o de Auckland , com menos humidade e chuva , e mais horas de luz . ;O clima ; é;mais quente que o de Auckland e chuva ;;;lys
548;37;O clima é geralmente mais quente que o de Auckland , com menos humidade e chuva , e mais horas de luz . ;O clima ; é;mais quente que o de Auckland mais horas de luz ;;;stanford, mquni, dptoie
549;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;a capital ; é;Tallinn ;;;stanford, orange, mquni, lys, dptoie
550;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;de Abja vald en Viljandimaa ;;;dptoie
551;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;de Viljandimaa en 150 km a o sul de a capital Tallinn ;;;stanford
552;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;e 150 km a o sul de a capital Tallinn ;;;mquni, dptoie
553;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;en o município de Abja vald ;;;stanford, orange, mquni, lys, dptoie
554;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;en o município de Abja vald , en o sul de o país ;;;lys
555;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;en o município de Abja vald e Viljandimaa ;;;stanford, orange, mquni
556;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;en o município de Abja vald e Viljandimaa , en o sul de o país ;;;orange, mquni, dptoie
557;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn ;;;orange, mquni, dptoie
558;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;en o município de Abja vald e Viljandimaa e 150 km a o sul de a capital Tallinn ;;;stanford
559;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;en o município de Abja vald e Viljandimaa e 150 km a o sul de a capital Tallinn , en o sul de o país ;;;stanford
560;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;en o município de Viljandimaa ;;;stanford, orange
561;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;en o município de Viljandimaa de o país , 150 km a o sul de a capital Tallinn ;;;orange
562;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;en o município e 150 km a o sul de a capital Tallinn ;;;stanford
563;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;en o município e Viljandimaa ;;;dptoie
564;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;en o município e Viljandimaa , en o sul de o país ;;;dptoie
565;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;en o município vald de Viljandimaa ;;;mquni
566;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;en o sul ;;;stanford, orange
567;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;en o sul de o país ;;;stanford, orange, mquni, lys
568;38;Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ;Põlde ; é localizado;en o sul e 150 km a o sul de a capital Tallinn ;;;orange
569;39;Pierre começou a jogar Futsal em 1985 en as escolinhas de o clube Álvares Cabral em Vitória , ES . ;o clube ; é;Álvares Cabral ;;;stanford, orange, mquni, lys
570;39;Pierre começou a jogar Futsal em 1985 en as escolinhas de o clube Álvares Cabral em Vitória , ES . ;Pierre ; começou a jogar;Futsal ;;;stanford, orange, mquni, lys, dptoie
571;39;Pierre começou a jogar Futsal em 1985 en as escolinhas de o clube Álvares Cabral em Vitória , ES . ;Pierre ; começou a jogar;Futsal em 1985 ;;;stanford, orange, mquni, lys, dptoie
572;39;Pierre começou a jogar Futsal em 1985 en as escolinhas de o clube Álvares Cabral em Vitória , ES . ;Pierre ; começou a jogar;Futsal em 1985 en as escolinhas de o clube Álvares Cabral ;;;stanford, orange, mquni, lys
573;39;Pierre começou a jogar Futsal em 1985 en as escolinhas de o clube Álvares Cabral em Vitória , ES . ;Pierre ; começou a jogar;Futsal em 1985 en as escolinhas de o clube Álvares Cabral em Vitória ;;;lys
574;39;Pierre começou a jogar Futsal em 1985 en as escolinhas de o clube Álvares Cabral em Vitória , ES . ;Pierre ; começou a jogar;Futsal em 1985 en as escolinhas de o clube Álvares Cabral em Vitória , ES ;;;stanford, orange, mquni, dptoie
575;39;Pierre começou a jogar Futsal em 1985 en as escolinhas de o clube Álvares Cabral em Vitória , ES . ;Pierre ; começou a jogar;Futsal em Vitória ;;;lys
576;39;Pierre começou a jogar Futsal em 1985 en as escolinhas de o clube Álvares Cabral em Vitória , ES . ;Pierre ; começou a jogar;Futsal em Vitória , ES ;;;stanford, orange, mquni
577;39;Pierre começou a jogar Futsal em 1985 en as escolinhas de o clube Álvares Cabral em Vitória , ES . ;Pierre ; começou a jogar;Futsal en as escolinhas de o clube Álvares Cabral ;;;stanford, orange, mquni, lys
578;39;Pierre começou a jogar Futsal em 1985 en as escolinhas de o clube Álvares Cabral em Vitória , ES . ;Pierre ; começou a jogar;Futsal en as escolinhas de o clube Álvares Cabral em Vitória , ES ;;;dptoie
579;39;Pierre começou a jogar Futsal em 1985 en as escolinhas de o clube Álvares Cabral em Vitória , ES . ;Vitória ; é;ES ;;;stanford, orange, mquni, dptoie
580;40;Este asteróide foi descoberto em 27 de Abril de 1998 por Paul Comba . ;Este asteróide ; foi descoberto;em 27 de Abril de 1998 ;;;stanford, orange, mquni, lys, dptoie
581;40;Este asteróide foi descoberto em 27 de Abril de 1998 por Paul Comba . ;Este asteróide ; foi descoberto;em 27 de Abril de 1998 por Paul Comba ;;;stanford, orange, mquni, lys, dptoie
582;40;Este asteróide foi descoberto em 27 de Abril de 1998 por Paul Comba . ;Este asteróide ; foi descoberto;por Paul Comba ;;;stanford, orange, mquni, lys, dptoie
583;41;Sua capital é a cidade de Tarata . ;Sua capital ; é;a cidade de Tarata ;;;stanford, orange, mquni, lys, dptoie
584;41;Sua capital é a cidade de Tarata . ;Sua capital ; é a cidade;de Tarata ;;;stanford, orange, mquni, lys, dptoie
585;42;Corani é um distrito de o Peru , departamento de Puno , localizada en a província de Carabaya . ;Corani ; é;um distrito de o Peru ;;;orange, mquni, lys, dptoie
586;42;Corani é um distrito de o Peru , departamento de Puno , localizada en a província de Carabaya . ;Corani ; é;um distrito de o Peru , departamento de Puno ;;;stanford
587;42;Corani é um distrito de o Peru , departamento de Puno , localizada en a província de Carabaya . ;Corani ; é um distrito;de o Peru ;;;orange, mquni, lys, dptoie
588;42;Corani é um distrito de o Peru , departamento de Puno , localizada en a província de Carabaya . ;Corani ; é um distrito;de o Peru , departamento de Puno ;;;stanford, orange, mquni, lys, dptoie
589;42;Corani é um distrito de o Peru , departamento de Puno , localizada en a província de Carabaya . ;Corani ; é um distrito;de o Peru , departamento de Puno , localizada en a província de Carabaya ;;;stanford, orange, mquni, lys, dptoie
590;42;Corani é um distrito de o Peru , departamento de Puno , localizada en a província de Carabaya . ;Corani ; é um distrito;departamento ;;;orange
591;42;Corani é um distrito de o Peru , departamento de Puno , localizada en a província de Carabaya . ;Corani ; é um distrito;departamento , localizada en a província de Carabaya ;;;dptoie
592;42;Corani é um distrito de o Peru , departamento de Puno , localizada en a província de Carabaya . ;Corani ; é um distrito;departamento de Puno ;;;orange, mquni, lys, dptoie
593;42;Corani é um distrito de o Peru , departamento de Puno , localizada en a província de Carabaya . ;Corani ; é um distrito;localizada en a província de Carabaya ;;;stanford, orange, mquni, lys
594;42;Corani é um distrito de o Peru , departamento de Puno , localizada en a província de Carabaya . ;o Peru ; é;departamento de Puno ;;;stanford
595;42;Corani é um distrito de o Peru , departamento de Puno , localizada en a província de Carabaya . ;um distrito de o Peru ; é;departamento de Puno ;;;orange, lys, dptoie
596;43;Localiza - se en o departamento de Santa Rosa , Município de Chiquimulilla . ;;;;;;lys
597;43;Localiza - se en o departamento de Santa Rosa , Município de Chiquimulilla . ;Santa Rosa ; é;Município de Chiquimulilla ;;;stanford, orange, mquni, dptoie
598;44;Esta lista reúne os recordes olímpicos de o tiro esportivo , atualizados até os Jogos Olímpicos de Verão de 2008 . ;Esta lista ; reúne;os recordes de 2008 ;;;lys
599;44;Esta lista reúne os recordes olímpicos de o tiro esportivo , atualizados até os Jogos Olímpicos de Verão de 2008 . ;Esta lista ; reúne;os recordes olímpicos de o tiro atualizados ;;;lys
600;44;Esta lista reúne os recordes olímpicos de o tiro esportivo , atualizados até os Jogos Olímpicos de Verão de 2008 . ;Esta lista ; reúne;os recordes olímpicos de o tiro esportivo ;;;stanford, orange, mquni, lys, dptoie
601;44;Esta lista reúne os recordes olímpicos de o tiro esportivo , atualizados até os Jogos Olímpicos de Verão de 2008 . ;Esta lista ; reúne;os recordes olímpicos de o tiro esportivo , atualizados ;;;lys
602;44;Esta lista reúne os recordes olímpicos de o tiro esportivo , atualizados até os Jogos Olímpicos de Verão de 2008 . ;Esta lista ; reúne;os recordes olímpicos de o tiro esportivo , atualizados até os Jogos Olímpicos de Verão ;;;lys
603;44;Esta lista reúne os recordes olímpicos de o tiro esportivo , atualizados até os Jogos Olímpicos de Verão de 2008 . ;Esta lista ; reúne;os recordes olímpicos de o tiro esportivo , atualizados até os Jogos Olímpicos de Verão de 2008 ;;;stanford, orange, mquni, lys, dptoie
604;45;O beato Padre Eustáquio é muito famoso por todo o Brasil , sendo considerado responsável por vários milagres ocorridos por todo o país . ;O beato ; é;muito famoso ;;;stanford, orange, mquni, lys, dptoie
605;45;O beato Padre Eustáquio é muito famoso por todo o Brasil , sendo considerado responsável por vários milagres ocorridos por todo o país . ;O beato ; é;muito famoso , sendo considerado responsável por vários milagres ocorridos por todo o país ;;;stanford, orange, mquni, lys, dptoie
606;45;O beato Padre Eustáquio é muito famoso por todo o Brasil , sendo considerado responsável por vários milagres ocorridos por todo o país . ;O beato ; é;muito famoso por todo o Brasil ;;;stanford, orange, mquni, lys, dptoie
607;45;O beato Padre Eustáquio é muito famoso por todo o Brasil , sendo considerado responsável por vários milagres ocorridos por todo o país . ;O beato ; é;muito famoso por todo o Brasil , sendo considerado responsável por vários milagres ocorridos por todo o país ;;;stanford, orange, mquni, lys, dptoie
608;45;O beato Padre Eustáquio é muito famoso por todo o Brasil , sendo considerado responsável por vários milagres ocorridos por todo o país . ;O beato ; é;Padre Eustáquio ;;;stanford, orange, mquni, lys, dptoie
609;45;O beato Padre Eustáquio é muito famoso por todo o Brasil , sendo considerado responsável por vários milagres ocorridos por todo o país . ;Padre Eustáquio ; é;muito famoso ;;;stanford, orange, mquni, lys, dptoie
610;45;O beato Padre Eustáquio é muito famoso por todo o Brasil , sendo considerado responsável por vários milagres ocorridos por todo o país . ;Padre Eustáquio ; é;muito famoso , sendo considerado responsável por vários milagres ocorridos por todo o país ;;;stanford, orange, mquni, lys, dptoie
611;45;O beato Padre Eustáquio é muito famoso por todo o Brasil , sendo considerado responsável por vários milagres ocorridos por todo o país . ;Padre Eustáquio ; é;muito famoso por todo o Brasil ;;;stanford, orange, mquni, lys, dptoie
612;45;O beato Padre Eustáquio é muito famoso por todo o Brasil , sendo considerado responsável por vários milagres ocorridos por todo o país . ;Padre Eustáquio ; é;muito famoso por todo o Brasil , sendo considerado responsável por vários milagres ocorridos por todo o país ;;;stanford, orange, mquni, lys, dptoie
613;46;Segundo informações oficiais , o objetivo de a missão era apenas aproximar - se de a Soyuz 2 como um teste , sem acoplamento . ;;;;;;stanford, orange, mquni, dptoie
614;46;Segundo informações oficiais , o objetivo de a missão era apenas aproximar - se de a Soyuz 2 como um teste , sem acoplamento . ;o objetivo de a missão ; apenas aproximar - se;como um teste ;;;lys
615;46;Segundo informações oficiais , o objetivo de a missão era apenas aproximar - se de a Soyuz 2 como um teste , sem acoplamento . ;o objetivo de a missão ; apenas aproximar - se;de a Soyuz 2 ;;;lys
616;46;Segundo informações oficiais , o objetivo de a missão era apenas aproximar - se de a Soyuz 2 como um teste , sem acoplamento . ;o objetivo de a missão ; apenas aproximar - se;de a Soyuz 2 como um teste ;;;lys
617;46;Segundo informações oficiais , o objetivo de a missão era apenas aproximar - se de a Soyuz 2 como um teste , sem acoplamento . ;o objetivo de a missão ; apenas aproximar - se;de a Soyuz 2 como um teste , sem acoplamento ;;;lys
618;46;Segundo informações oficiais , o objetivo de a missão era apenas aproximar - se de a Soyuz 2 como um teste , sem acoplamento . ;o objetivo de a missão ; apenas aproximar - se;Segundo informações oficiais ;;;lys
619;46;Segundo informações oficiais , o objetivo de a missão era apenas aproximar - se de a Soyuz 2 como um teste , sem acoplamento . ;o objetivo de a missão ; apenas aproximar - se;sem acoplamento ;;;lys
620;47;Salleri é uma cidade de o Nepal . ;Salleri ; é;uma cidade de o Nepal ;;;stanford, orange, mquni, lys, dptoie
621;47;Salleri é uma cidade de o Nepal . ;Salleri ; é uma cidade;de o Nepal ;;;stanford, orange, mquni, lys, dptoie
622;48;Exerceu várias vezes o cargo de deputado provincial por Pernambuco . ;;;;;;stanford, orange, mquni, lys, dptoie
623;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;a cultura ; é;Yoruba ;;;stanford, orange, lys, dptoie
624;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;África Ocidental ; derivam;de onde ;;;dptoie
625;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;as tradições de a África Central ; derivam -;o Orixá de a cultura , e Burkina Faso ;;;lys
626;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;as tradições de a África Central ; derivam -;o Orixá de a cultura de onde ;;;lys
627;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;as tradições de a África Central ; derivam -;o Orixá de a cultura Yoruba ;;;lys
628;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;as tradições de a África Central ; derivam -;o Orixá de a cultura Yoruba , e Burkina Faso ;;;lys
629;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;as tradições de a África Central e África Ocidental ; derivam;- o Orixá de a cultura , o nkisi de os tradições , Togo , e Burkina Faso de onde ;;;stanford
630;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;as tradições de a África Central e África Ocidental ; derivam;#NOME?;;;stanford
631;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;as tradições de a África Central e África Ocidental ; derivam;- o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , Togo , sul de Ghana , e Burkina Faso ;;;stanford
632;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;as tradições de a África Central e África Ocidental ; derivam;#NOME?;;;stanford
633;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;as tradições de a África Central e África Ocidental ; derivam;de a cultura Yoruba Burkina Faso ;;;stanford
634;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;as tradições de a África Central e África Ocidental ; derivam;de a cultura Yoruba Burkina Faso de onde ;;;stanford
635;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;as tradições de a África Central e África Ocidental ; derivam;de a cultura Yoruba o nkisi de os tradições Bantu ;;;stanford
636;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;as tradições de a África Central e África Ocidental ; derivam;de a cultura Yoruba o nkisi de os tradições Bantu de onde ;;;stanford
637;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;as tradições de a África Central e África Ocidental ; derivam;de a cultura Yoruba Togo , sul de Ghana ;;;stanford
638;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;as tradições de a África Central e África Ocidental ; derivam;de a cultura Yoruba Togo , sul de Ghana de onde ;;;stanford
639;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Bantu ; é;( Congo ) ;;;orange, dptoie
