ID SENTENÇA ,SENTENÇA ,ID EXTRAÇÃO ,ARG1 ,REL ,ARG2 ,COERÊNCIA ,MINIMALIDADE ,MÓDULO SUJEITO ,MÓDULO RELAÇÃO ,MÓDULO ARG2,SISTEMA
,,6.0,Rubens Ricupero , negou,que ,,,3,1,6,mquni
,,6.1,os recursos , tenham sido desviados,para fins não - sociais ,x,x,x,x,x,mquni
,,7.0,Rubens Ricupero , negou,que ,,,3,1,6,mquni
,,7.1,os recursos , tenham sido desviados,para fins não - sociais ,x,x,x,x,x,mquni
,,8.0,Rubens Ricupero , negou,que ,,,3,1,6,mquni
,,8.1,os recursos , tenham sido desviados,para fins não - sociais ,x,x,x,x,x,mquni
,,9.0,( Fazenda , negou,que ,,,3,1,6,mquni
,,9.1,os recursos , tenham sido desviados,para fins não - sociais ,x,x,x,x,x,mquni
,,10.0,( Fazenda , negou,que ,,,3,1,6,mquni
,,10.1,os recursos , tenham sido desviados,para fins não - sociais ,x,x,x,x,x,mquni
,,11.0,( Fazenda , negou,que ,,,3,1,6,mquni
,,11.1,os recursos , tenham sido desviados,para fins não - sociais ,x,x,x,x,x,mquni
,,12.0,( Fazenda , negou,que ,,,3,1,6,mquni
,,12.1,os recursos , tenham sido desviados,para fins não - sociais ,x,x,x,x,x,mquni
79,Nossos esforços estão marcados por o compromisso em envolver a sociedade como um todo . ,,,,,,,,,,mquni
80,"Segundo Guardiano , 31 , nenhum se forma hoje . ",1.0,nenhum , se forma,hoje ,,,1,1,1,mquni
,,2.0,nenhum , se forma,"Segundo Guardiano , 31 ",,,1,1,1,mquni
81,"Com volante de diâmetro grande demais , a direção de o Corsa é mais macia em manobras . ",1.0,a direção de o Corsa , é,mais macia em manobras ,,,1,1,1,mquni
,,2.0,a direção de o Corsa , é,mais macia em manobras Com volante de diâmetro grande demais ,,,1,1,1,mquni
82,Venceu o holandês Richard Krajicek e só parou diante de Sampras . ,1.0,o holandês , é,Richard Krajicek ,,,1,3,3,mquni
83,"Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ",,,,,,,,,,mquni
84,Mejía Barón devolveu a confiança a os mexicanos . ,1.0,Mejía Barón , devolveu,a confiança a os mexicanos ,,,1,1,1,mquni
85,"O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ",1.0,O , é um Jagger,entediado com seus shows ,,,1,1,1,mquni
,,2.0,garotas nuas , são atacadas,por os roadies que acompanham os Stones ,,,1,1,1,mquni
,,3.0,os roadies , acompanham,os Stones ,,,2,1,1,mquni
,,4.0,O , é,um Jagger entediado com seus shows ,,,1,5,1,mquni
86,O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ,1.0,suas ações , acabem virando,pó ,,,1,1,1,mquni
,,2.0,suas ações , acabem virando,pó mesmo em períodos longos ,,,1,1,1,mquni
,,3.0,suas ações , acabem virando,pó por falta de informação ,,,1,1,1,mquni
,,4.0,suas ações , acabem virando,pó em períodos longos ,,,1,1,0,mquni
87,A temporada terminou com uma grande repercussão e o esporte viveu um novo momento de euforia . ,1.0,A temporada , terminou,com uma grande repercussão ,,,1,1,1,mquni
,,2.0,A temporada , terminou,com uma grande repercussão e o esporte viveu um novo momento de euforia ,,,1,1,1,mquni
,,3.0,A temporada , terminou,e o esporte viveu um novo momento de euforia ,,,1,1,0,mquni
,,4.0,o esporte , viveu,um novo momento de euforia ,,,1,1,1,mquni
88,"A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ",1.0,A intervenção , veio,como medida saneadora ,,,1,1,1,mquni
,,2.0,A intervenção , veio,como medida saneadora pois permite enfrentar com maior firmeza ,,,1,1,1,mquni
,,3.0,A intervenção , veio,como medida saneadora pois permite enfrentar com maior firmeza um problema solução era repetidamente adiada por motivos políticos ,,,1,1,1,mquni
,,4.0,A intervenção , veio,pois permite enfrentar com maior firmeza ,,,1,1,0,mquni
,,5.0,A intervenção , veio,pois permite enfrentar um problema solução era repetidamente adiada por motivos políticos ,,,1,1,0,mquni
,,6.0,cuja solução , era repetidamente adiada,por motivos políticos ,,,1,1,1,mquni
89,A primeira final japonesa aconteceu em 92 . ,1.0,A primeira final japonesa , aconteceu,em 92 ,,,1,1,1,mquni
90,"As canções revolucionárias , em línguas africanas , são cantadas durante todo o percurso e a marcha está mais para dança . ",1.0,"As canções revolucionárias , em línguas africanas ", são cantadas,durante todo o percurso ,,,1,1,1,mquni
,,2.0,"As canções revolucionárias , em línguas africanas ", são cantadas,durante todo o percurso e a marcha está mais para dança ,,,1,1,1,mquni
,,3.0,"As canções revolucionárias , em línguas africanas ", são cantadas,e a marcha está mais para dança ,,,1,1,0,mquni
,,4.0,a marcha , está,mais para dança ,,,1,1,1,mquni
,,5.0,a marcha , está,para dança ,,,1,1,0,mquni
91,"Medeiros , que PRTicipou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ",1.0,sua candidatura , viabiliza,a candidatura de Esperidião Amin ,,,1,1,1,mquni
,,2.0,sua candidatura , viabiliza,a candidatura de Esperidião Amin a a Presidência ,,,1,1,1,mquni
,,3.0,Medeiros , PRTicipou,de a reunião de ontem ,,,2,1,1,mquni
,,4.0,Medeiros , disse,que ,,,1,1,6,mquni
,,4.1,sua candidatura , viabiliza,a candidatura de Esperidião Amin ,x,x,x,x,x,mquni
,,5.0,Medeiros , disse,que ,,,1,1,6,mquni
,,5.1,sua candidatura , viabiliza,a candidatura de Esperidião Amin a a Presidência ,x,x,x,x,x,mquni
92,"Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ",1.0,os FAFs , saem favorecidos,Nessa hipótese de variação de a Ufir ,,,1,1,1,mquni
,,2.0,os FAFs , são tributados,"em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira ",,,2,1,1,mquni
,,3.0,o IR , incide,diretamente en a carteira ,,,2,1,1,mquni
,,4.0,o IR , incide,en a carteira ,,,2,1,0,mquni
93,"Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ",1.0,a equipe , estava,em último lugar ,,,1,1,1,mquni
,,2.0,a equipe , estava,em último lugar en o Campeonato Paulista ,,,1,1,1,mquni
,,3.0,a equipe , estava,em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time ,,,1,1,1,mquni
,,4.0,a equipe , estava,em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal ,,,1,1,1,mquni
,,5.0,a equipe , estava,Em 82 ,,,1,1,1,mquni
,,6.0,a equipe , estava,en o Campeonato Paulista ,,,1,1,0,mquni
,,7.0,a equipe , estava,e o técnico conseguiu manter o time ,,,1,1,0,mquni
,,8.0,a equipe , estava,e o técnico conseguiu manter en a divisão principal ,,,1,1,0,mquni
,,9.0,o técnico , conseguiu,manter o time ,,,1,1,1,mquni
,,10.0,o técnico , conseguiu,manter o time en a divisão principal ,,,1,1,1,mquni
94,A URV é calculada a PRTir de uma média de índices de inflação . ,1.0,A URV , é calculada,a PRTir de uma média de índices de inflação ,,,1,1,1,mquni
95,"Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ",1.0,o cinema de ficção , foi reduzido,de quinze filmes ,,,1,1,1,mquni
,,2.0,o cinema de ficção , foi reduzido,de quinze filmes por ano ,,,1,1,1,mquni
,,3.0,o cinema de ficção , foi reduzido,de quinze filmes por ano para dois ,,,1,1,1,mquni
,,4.0,o cinema de ficção , foi reduzido,Por sua vez ,,,1,1,1,mquni
,,5.0,o cinema de ficção , foi reduzido,por ano ,,,1,1,0,mquni
,,6.0,o cinema de ficção , foi reduzido,para dois ,,,1,1,0,mquni
96,"De fato , Wright tem em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar . ",1.0,Wright , tem,em comum ,,,1,1,1,mquni
,,2.0,Wright , tem,em comum com Sulloway ,,,1,1,1,mquni
,,3.0,Wright , tem,em comum com Sulloway um interesse por a biologia como campo ,,,1,1,1,mquni
,,4.0,Wright , tem,em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar ,,,1,1,1,mquni
,,5.0,Wright , tem,De fato ,,,1,1,1,mquni
,,6.0,Wright , tem,com Sulloway ,,,1,1,0,mquni
,,7.0,Wright , tem,um interesse por a biologia como campo ,,,1,1,0,mquni
,,8.0,Wright , tem,um interesse por a biologia onde os fenômenos psíquicos deveriam se explicar ,,,1,1,0,mquni
,,9.0,os fenômenos psíquicos , deveriam se explicar,onde ,,,1,1,1,mquni
97,"A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ",1.0,A história , dá,conta de a personalidade de o diretor ,,,1,1,1,mquni
,,2.0,A história , dá,"conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe ",,,1,1,1,mquni
,,3.0,A história , dá,"conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade que tratava suas estrelas ",,,1,1,1,mquni
,,4.0,A história , dá,"conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes ",,,1,1,2,mquni
,,5.0,A história , dá,"conta de a personalidade de o diretor , famoso por sua afabilidade coadjuvantes com a equipe ",,,1,1,2,mquni
,,6.0,A história , dá,"conta de a personalidade de o diretor , famoso coadjuvantes com a equipe por a ferocidade que tratava suas estrelas ",,,1,1,2,mquni
98,"O diretor - geral de a Assembléia Legislativa , Abib Miguel , disse que foram levados três computadores e cinco máquinas de escrever eletrônicas . ",1.0,O diretor geral de a Assembléia Legislativa , é,Abib Miguel ,,,1,3,3,mquni
,,2.0,O diretor geral de a Assembléia Legislativa , disse,,,,x,x,x,mquni
,,2.1,três computadores e cinco máquinas de escrever eletrônicas , que foram levados,,x,x,1,1,0,mquni
,,3.0,Abib Miguel , disse,,,,x,x,x,mquni
,,3.1,três computadores e cinco máquinas de escrever eletrônicas , que foram levados,,x,x,1,1,0,mquni
,,4.0,Abib Miguel , disse,,,,x,x,x,mquni
,,4.1,três computadores e cinco máquinas de escrever eletrônicas , que foram levados,,x,x,1,1,0,mquni
99,"en o dia 28 de abril , durante a celebração de agradecimento a Deus , en o Pio Brasileiro , houve uma homenagem a o irmão jesuíta Ricardo Marchi que , há 62 anos , deixou nossa pátria para até hoje trabalhar en o colégio . ",1.0,o irmão jesuíta , é,Ricardo Marchi ,,,1,3,3,mquni
100,"Os empresários e empregados de o ramo de papel em São Paulo , por exemplo , fundaram e administram um hospital de 220 leitos que custa , em média , apenas 10 % de o que a empresa recolhe para o INSS . ",1.0,Os empresários e empregados de o ramo de papel em São Paulo , fundaram,por exemplo ,,,1,1,1,mquni
,,2.0,apenas 10 % de o que a empresa recolhe para o INSS , fundaram,por exemplo ,,,1,1,1,mquni
,,3.0,a empresa , recolhe,para o INSS ,,,1,1,1,mquni
,,4.0,220 leitos , custa,em média ,,,2,1,1,mquni
,,5.0,Os empresários e empregados de o ramo de papel em São Paulo , administram,"um hospital de 220 leitos que custa , em média ",,,1,2,1,mquni
101,,,,,,,,,,,
